Title,Description,Time,Vader_Sentiment,TextBlob_Sentiment,FinBERT_Sentiment
Piggy Go Launched in Vietnam With a Download Boom,"Recently, Piggy Go, a popular casual & social mobile game under Forever9 Games' was launched in Vietnam, and attracted well-known YouTube influencers such as Lâm Vlog, Gãy Media, Nguyễn Minh Trường, and Thien Ph to strongly recommend it.",2022-06-02,0.8885,0.023809523809523805,neutral
Global Investor Programme: Investing in Your Future and the Future of Singapore,"Under normal circumstances, foreign nationals who wish to become citizens of Singapore first need to get Permanent Resident (PR) status before they can apply for citizenship. Unlike in other major investment destinations, foreigners cannot simply invest a specific amount of cash to receive Singaporean citizenship.",2022-06-01,0.4019,0.03035714285714286,negative
Taiwan tech firms unveil a new wave of AI solutions at Computex 2022,"Taiwan’s IDB (Industrial Development Bureau) “AI Life” Pavilion championed artificial intelligence at the center of Computex 2022, celebrating the IT trade show’s first in-person exhibition after two years of virtual events.",2022-06-01,0.8402,-0.15,negative
"EFQM hosted 1st ""Achieving a Sustainable Future for The Middle East Through Transformation"" Summit",Two Strategic partnership agreements were signed with Emirates Health Services (EHS) and The Kurdistan Agency for Normalization,2022-06-01,0.2732,0.0,negative
Vietnam Business & Weather Briefing (June 1): Domestic Gold Experiencing a Deep Decline,"Vietnam Business & Weather Briefing (June 1): Social policy bank to roll out interest cuts worth VND 3 trillion this year, Vietnam Airlines makes online check-in services available at two more airports.",2022-06-01,0.4019,0.30833333333333335,negative
"SOLARR Announces Yvette Yung, Rowena Wan, and Sherman Yan as Advisors","Asia's first decentralized NFT-Fi platform, SOLAR, announced today that prominent Hong Kong socialite, Yvette Yung, acclaimed philanthropist, Rowena Wan, and leading regulatory and compliance lawyer, Sherman Yan, have been appointed as advisors for the project.",2022-06-01,0.3182,0.18333333333333335,negative
Dorsett Hospitality International partners with WWPKG to take first HK travellers to Japan,The much-awaited opening of Japan is finally here with the announcement that Japan will be opening its borders to tourists from Hong Kong (categorized as a ‘blue’ low-risk area) who are on package tours from June 10 onwards without having to undergo quarantine or testing upon arrival.,2022-06-01,0.0,0.0,negative
Vingroup collaborates with Intel; Signs agreement to develop advanced technologies,"HANOI, VIETNAM - Media OutReach - 31 May 2022 - Vingroup today announced that it has signed a Memorandum of Understanding with Intel to create a wide range of advanced computing systems including 5G enabled smart city and smart building solutions, smart manufacturing processes, cloud services and AI as well as ADAS based on Mobileye technology.",2022-05-31,0.9337,0.18857142857142858,negative
Vietnam Summer Fair - First Cultural-Industrial Fair Ever in Hue,"The Vietnam Summer Fair 2022 (VSF2022) opened in Hue city, attracting startups in the field of cultural industry.",2022-05-30,0.6597,0.39999999999999997,negative
DHL Global Forwarding expands footprint at Brisbane airport with 17 million AUD investment,"Features the largest international cold chain facility in Brisbane to meet the rising demand for perishables The facility will also support the growth of general cargo in Queensland New site planned for completion in early 2023 BRISBANE, AUSTRALIA - Media OutReach - 30 May 2022 - DHL Global Forwarding, the freight specialist arm of Deutsche Post DHL Group, held a groundbreaking ceremony today for its new 4,880 square meter facility in Brisbane Airport. DHL Global Forwarding is investing 17 million AUD (11 million EUR) over ten years for the new facility, and it houses the largest international cold",2022-05-30,0.7096,-0.053409090909090906,negative
Vietnamese Products Highlighted at Asian Food Fair 2022,"Nearly 100 Vietnamese food and beverage businesses attended the THAIFEX - Anuga Asia 2022 International Food and Beverage Trade Fair in Bangkok, Thailand, address ground-breaking innovations that will influence the fast-paced industry.",2022-05-29,0.3182,0.26666666666666666,negative
New Plans to Expand Bauxite Mining in the Central Highlands,"In the proposal sent to the Government at the Prime Minister's meeting with state-owned enterprises at the end of March 2022, the Vietnam National Coal and Mineral Industries Group (TKV) proposed a bauxite mineral development plan for the national development goals in the long term.",2022-05-29,0.0,-0.05,negative
Algeria - Promising Market for Vietnam,Vietnam introduced potential for trade and investment to Algeria's localities,2022-05-28,0.0,0.0,negative
Vietnam Business & Weather Briefing (May 28): FDI disbursement up 7.8 percent in five months,"Vietnam Business & Weather Briefing (May 28): On May 28, the global and domestic gold prices saw mixed trends.",2022-05-28,0.0,0.0,negative
"Vietnam Business & Weather Briefing (May 27): USD Exchange Rate Up, Gold Price Recovers","Vietnam Business & Weather Briefing (May 27): Gold price increase, rain is likely to come back to the north",2022-05-27,0.3182,0.0,negative
Welcoming Hyun Bin to the Madame Tussauds family in Asia,"Hyun Bin (Kim Tae-pyung), South Korean actor will have his image immortalized in Madame Tussauds.",2022-05-27,0.0,0.0,negative
7-Eleven Spices Up Your World With Brand-New Ready-to-Eat Menu of Deliciously Fiery Dishes,"To satisfy Singaporeans' love for spicy food, 7-Eleven is launching a mouth-watering selection from across the globe to appease all chilli cravings. Think you can take the heat? Join 7- Eleven's special #7ElevenSpicyChallenge to get featured in the Spicy Hall of Fame and stand to win attractive prizes. Play 7-Eleven's exclusive 'Catch the Chilli' in-store game to win discount vouchers!",2022-05-27,0.9859,0.5367346938775511,neutral
"Vietnam Business & Weather Briefing (May 26): Reference exchange rate up, Gold price down","Vietnam Business & Weather Briefing (May 26): Facebook ads in Vietnam to be charged 5 percent VAT from June 1, Vietnam Airlines Group to offer 7.1 mln seats during summer",2022-05-26,-0.2023,0.0,negative
"Vietnam Business & Weather Briefing (May 25): Gold Price Drops, Reference Exchange Rate Unchanges","Vietnam Business & Weather Briefing (May 25): On the morning of May 25, SJC 9999 gold's price stayed at the same level as last week.",2022-05-25,0.0,0.0,negative
Design Spectrum of Hong Kong Design Centre Presents Finale Exhibition: Dream Big Think Small Bridging Virtual and Real Visions from Designers,"HONG KONG SAR - Media OutReach - 25 May 2022 - Dreams manifest themselves in endless ways: they are the fabrications of wandering minds, spontaneous activities that unfold behind closed eyes; they are also our aspirations, the subject of our imagination, vision. Design Spectrum, the first public-facing platform of Hong Kong Design Centre, sponsored by Create Hong Kong of the Government of the Hong Kong Special Administrative Region",2022-05-25,0.8625,0.05935374149659863,negative
Vietnamese Service Enterprises Struggle to Recover,"After Covid-19, service businesses faced many difficulties. In order to fully recover, businesses expect appropriate support policies and solutions.",2022-05-25,0.296,0.5,positive
OPPOHack 2022 Launching in May Calls for Global Tech Talents,Say hello to OPPOHack 2022 in collaboration with hackathon-expert HackHub .,2022-05-24,0.0,0.0,negative
Gia Lai Province Seeks Ways to Increase Cooperation and Investment,"The Central Highlands province of Gia Lai is seeking partnerships with Japan in agriculture, renewable energy, and tourism",2022-05-23,0.2732,0.0,negative
Dao Announces the Launch of its First Asian Property – Dao by Dorsett AMTD IDEA Singapore,"HONG KONG SAR - Media OutReach - 23 May 2022 - Dao by Dorsett is delighted to announce its first property in Asia – Dao by Dorsett AMTD IDEA Singapore, owned by DHI Downtown Pte Ltd (""DHI Downtown""), a joint-venture company of AMTD Assets Alpha Group under AMTD Group Inc and Dorsett Hospitality International Limited, which will open its doors in the city's vibrant central business and financial district on 1st July 2022.",2022-05-23,0.8225,0.1306547619047619,negative
ROAD TO UFC Opening Round Bouts Announced,"SINGAPORE - Media OutReach - 23 May 2022 - UFC®, the world's premier Mixed Martial Arts (MMA) organization, has announced the bouts for ROAD TO UFC, the most significant opportunity for Asia's top MMA prospects to make it to the world stage. The opening round will take place across two days, June 9 and June 10, at the Singapore Indoor Stadium ahead of UFC® 275: TEIXEIRA vs PROCHAZKA on June 12, UFC's first Pay-Per-View event in Southeast Asia. ROAD TO UFC episodes and bouts: Episode 1 Featherweight, Yi Zha (CN) vs Keisuke Sasu (JP) Lightweight, Balajin (CN) vs WonBin Ki (KR) Bantamweight, Maimaiti",2022-05-23,0.8508,0.20357142857142857,neutral
Vietnam Business & Weather Briefing (May 22): Forum promotes Vietnamese - Latvian business connectivity,"Vietnam Business & Weather Briefing (May 22): A series of consecutive increases for references exchange has ended, meanwhile, the rise in gold price slows down.",2022-05-22,0.0,-0.15555555555555556,positive
Da Nang Gathers Experiences in Smart City Building,An international workshop to gather experiences from some countries in western and northern Europe in smart city building.,2022-05-22,0.4019,0.07142857142857142,negative
Vietnam Business & Weather Briefing (May 21): Gold Price Sharply Increases,"Vietnam Business & Weather Briefing (May 21): Corporate bond issuance drops sharply after arrest of Tan Hoang Minh chair, Vietnam set to ramp up macadamia exports to the Middle East",2022-05-21,-0.34,-0.04375,positive
"MARD, GIZ Join Hands for Innovations in Agriculture of Vietnam's Mekong Delta","Through the promotion of innovations and novel business models along the agro-food value chains rice and mango, a German Government-funded project contributes to farmer’s stable and competitive production, increased incomes through higher product quality and compliance with standards.",2022-05-21,0.8271,0.125,neutral
"US, Vietnam Customs Work to Reduce Congestion at Vietnam’s Busiest Container Port","Ensuring quick customs clearance at Cat Lai Port helps to limit goods congestion, ensuring smooth import and export activities and facilitating production chains in Ho Chi Minh City and the southern region.",2022-05-20,0.7003,0.24444444444444446,neutral
Vietnam Should Shift Economic Growth Model for Further Development: WB report,"Vietnam has been implemented its development priorities unevenly over the past 35 years, and five institutional reforms are required to better implementation, the World Bank (WB) report says.",2022-05-19,0.4404,0.016666666666666663,positive
"Vietnam Business & Weather Briefing (May 19): Gold Price Stable, Reference exchange rate up VND 2","Reference exchange rate up 2 VND, gold price remained unchanged, keeping the wide gap between local and international prices.",2022-05-19,0.0,-0.03333333333333333,negative
VinFuture Prize 2022 officially announces commencement of the pre-screening round,"HANOI, VIETNAM - Media OutReach - 19 May 2022 - On May 18th, 2022 – The commencement of VinFuture Pre-Screening Round has been officially announced. Honoring the theme of ""Reshaping and Reviving"", the VinFuture Prize has received a total of 970 nominations, submited by prestigious scientists and institutions from more than 70 countries in six continents for its second award season.",2022-05-19,0.9042,0.075,negative
Toyota Motor Asia Pacific Recognised as One of Singapore’s Best Employers of 2022,"SINGAPORE - Media OutReach - 19 May 2022 - Toyota Motor Asia Pacific has been recognised by Singapore's The Straits Times as one of the top 200 employers in the country within its Best Employers list for 2022. Ranked as the top company in the automotive industry, Toyota Motor Asia Pacific achieved a score of 7.78 out of a maximum of 10, also landing it a spot within the top 60 highest-scoring companies on the list.",2022-05-19,0.8658,0.625,neutral
E-commerce Strengthens Import and Export Activities During Covid-19,"In the context of the pandemic, most businesses consider the use of e-commerce applications for import and export purposes relatively effective.",2022-05-19,0.4767,0.55,negative
"Vietnam Business & Weather Briefing (May 18): Gold Price Drops, Reference Exchange Rate Down","Vietnam Business & Weather Briefing (May 19): After a recovery session, the gold price today dropped again. Meanwhile, American business community very optimistic about US-Vietnam economic ties",2022-05-18,0.3804,0.13333333333333333,neutral
Viet Nam - US Agricultural cooperation: reliability and mutual benefit,"WASHINGTON, D.C., USA - Media OutReach - 17 May 2022 - From May 11 to 17, Vietnamese Prime Minister Pham Minh Chinh made a working trip to the United States and the United Nations. Prime Minister Pham Minh Chinh and leaders of ASEAN countries attended a Special Summit to celebrate the 45th anniversary of ASEAN - US Dialogue Relations on May 12 and 13 in Washington, D.C. at the invitation of US President Joe Biden.",2022-05-17,0.9201,0.35714285714285715,negative
"Vietnam Business & Weather Briefing (May 17): Gold Price Remains, Cold Air Waves Shifting Eastward","Vietnam Business & Weather Briefing (May 17): Reference exchange rate kept unchanged, gold price remained, Vietnamese e-commerce likely to reach US$39 billion by 2025.",2022-05-17,0.0258,0.0,negative
Join Forces for Sustainable Agricultural Production in the Central Highlands of Vietnam,"Leaders of the Ministry of Agriculture and Rural Development witnessed the sign of a memorandum of understanding, paving the way for the implementation of a project to deal with the challenges of sustainable agricultural production, in three provinces of Dak Lak, Gia Lai and Lam Dong.",2022-05-17,0.0772,0.0,negative
Vietnam Business & Weather Briefing (May 16): Reference Exchange Rate Down At Week’s Beginning,"Vietnam Business & Weather Briefing (May 16): The State Bank of Vietnam set the daily reference exchange rate for the US dollar at 23,160 VND/USD on May 16, while the aviation market is recovering with the number of international visitors increasing five-fold.",2022-05-16,0.0772,0.0,neutral
MINT Museum of Toys Singapore To Launch New Toy Figurines Exhibition Uncovering Generational Shifts,"SINGAPORE - Media OutReach - 16 May 2022 - Capturing socio-cultural trends nestled in childhood experiences, MINT Museum of Toys Singapore will narrate influential stories that defined playtime in its latest exhibition, UNBOX Presents: Toy Figurines. Open to the public from 28 May to 28 November 2022, the exhibition will unveil the various toy figurines that underpinned and sparked generational shifts, from the evolution of gender norms portrayed by Barbie, G.I. Joe and Bratz to the epitome of transmedia storytelling across the Monster High ecosystem. Museum admission tickets to view this pop-up exhibition can be purchased online",2022-05-16,0.6124,0.132,negative
Vietnam Business & Weather Briefing (May 14): Gold Price Hits 13-week Low,"Vietnam Business & Weather Briefing (May 14): After weeks of keeping its high price, the domestic gold price this morning dropped sharply to less than VND 69 million per tael. Cold air affected the Northern mountainous region.",2022-05-14,-0.1531,-0.15166666666666667,positive
"French Agency, Construction Ministry Help Vietnamese Cities Build Climate Change Resilience",The Ministry of Construction and the French Development Agency (AFD) have signed a cooperation agreement to help Vietnamese cities build climate change resilience.,2022-05-14,0.7096,0.0,negative
"Come Celebrate Four Years of BingX With Four Weeks Of Rewards Worth over $50,000 USDT!",BingX is excited to celebrate its fourth anniversary in May 2022.,2022-05-13,0.7269,0.1875,negative
"Vietnam Successfully Maintains Fiscal, External, Financial Stability: IMF","Vietnam has successfully maintained fiscal, external and financial stability, Resident Representative of the International Monetary Fund (IMF) for Vietnam Francois Painchaud has said.",2022-05-13,0.4939,0.1875,neutral
Vietnam Business & Weather Briefing (May 13): Reference Exchange Rate Up 12 VND,"Vietnam Business & Weather Briefing (May 13): Domestic gold price fluctuated strongly, reference exchange rate up VND 12. The northern mountains and midlands will continue to have rain, some places will enjoy very heavy rain.",2022-05-13,0.6486,0.14333333333333334,positive
Announcing Microsoft AI for Accessibility Hackathon APAC winners,"Teams from Thailand, Singapore and the Philippines are winners of the Microsoft AI for Accessibility (AI4A) Hackathon in APAC. In its third year, the AI4A Hackathon features teams that are deeply committed to solving real-world challenges faced by people with disabilities (PwD).",2022-05-13,0.8155,0.0,neutral
Oracle Red Bull Racing Drivers Max Verstappen and Sergio Pérez Take a Ride to Become Crypto Insiders With Bybit,"As one of the crypto-inspired initiatives of its partnership with Oracle Red Bull Racing, Bybit created the #BybitLevelUpChallenges, a series of videos featuring Oracle Red Bull Racing F1 drivers Max Verstappen and Sergio 'Checo' Pérez about digital assets and technology in racing. In the latest episode, Max and Checo opened the crypto-racing dictionary and took up Bybit's ""Crypto Slang Challenge"", an original way to learn the meaning of crypto trading terms such as ""HODL"", ""Gas Fees"", ""Bear Market"", ""Fiat on-ramp"" or their favorite, ""When Lambo"".",2022-05-12,0.7906,0.19642857142857142,negative
Vietnam Business & Weather Briefing (May 12): Reference Exchange Rate for US Dollar Up,"Vietnam Business & Weather Briefing (May 12): Sudden change in the gold price, Vietnam seeks cooperation with the US to develop a healthy stock market, Vietjet expands its Northeast Asian flight network with three new routes.",2022-05-12,0.4767,0.1590909090909091,neutral
"Vietjet and HDBank Partner to Make Air Travel More Convenient, Cashless and Rewarding","HDBank and Vietjet have collaborated to launch Vietnam's foremost budget airline co-branded Platinum card with an aim to make flying and shopping more convenient, cashless and rewarding.",2022-05-12,0.5267,0.5,neutral
IFC and HDBank Cooperate to Support to Scale up Finance for SME,"On May 11, IFC and Ho Chi Minh City Development Joint Stock Commercial Bank (HDBank) have signed a Memorandum of Understanding (MoU) to become strategic partners, supporting small and medium enterprises (SMEs) to scale up finance and participate in the global supply chains, including financing the high-tech agricultural chain. Stephanie von Friedeburg – IFC's Senior Executive Vice President (second from left) and Tran Hoai Nam – HDBank's Deputy General Director (first from right) hand over the signing document under the witness",2022-05-12,0.7269,0.06507936507936508,negative
Truescope Singapore Expands into New Office,"SINGAPORE - Media OutReach - 11 May 2022 - Since opening shop in mid-2020, Truescope Singapore has quickly grown to 70 enterprise and public sector clients, including the 'Whole of Government' Media Monitoring and Online Analytics business.",2022-05-11,0.2732,0.17777777777777778,neutral
Foreign Media: Vietnam to Make the Most of the New Industrialization Policy,More proactive policy and concrete initiatives are needed to achieve Vietnam's economic and trade goals.,2022-05-11,0.4754,0.2833333333333334,neutral
Innolux to Showcase Metaverse Black Tech at SID Display Week 2022,"Innolux Corp. will highlight the theme of ""Driving the Next"" at the Society for Information Display's Display Week 2022, a closely watched get-together for the global display industry slated for San Jose, California May 10-12.",2022-05-10,0.34,0.0,negative
Crushing Single-Use Plastic With Bubbles Refillery Vending Machines,"A study by Plastic Ocean stated we are producing 380 million tonnes of plastic yearly, and some report indicates that up to 50% of that is for single-use purpose.",2022-05-10,0.0,0.0,negative
Unprecedented Metaverse Mobile Game MetaCity M’s Second Wave of NFT Land Sales Announced Today,"The Gamamobi world-first open-world metaverse game MetaCity M, announced the timing and pricing of its second wave of NFT virtual land sales.",2022-05-09,0.0,-0.2,negative
‘Tailored for Your Smile’ — Colgate’s latest electric toothbrush launches first on Shopee,"Colgate, the global leader in oral care, collaborates with Shopee, the leading e-commerce platform in Southeast Asia and Taiwan, to launch their new electric toothbrush that is 'Tailored for Your Smile'.",2022-05-09,0.4939,0.14545454545454545,negative
Norwegian Energy Firm Equinor Views as Vietnam A Promising Market,"Equinor, a large Norwegian energy company, views Vietnam as a promising market.",2022-05-07,0.5859,0.13809523809523808,neutral
CPA Australia: Indian small businesses crowned most innovative in APAC,"India's small businesses are the most innovative in the Asia-Pacific region, for the second consecutive year, according to a survey by one of the world's largest professional accounting bodies, CPA Australia.",2022-05-06,0.4927,0.16999999999999998,neutral
Global Experts: Vietnam Remains Attractive Destination for Japanese Investors,Both academic professor and economic expert agreed that Vietnam is well precieved by Japanese investors as a potential market that boasts factors for steady growth.,2022-05-05,0.7003,0.07333333333333333,neutral
International Salaries Soar for SP Jain’s Master of Global Business Students in 2021,"SP Jain School of Global Management, a Forbes #12 ranked business school, announced impressive career outcomes for its Master of Global Business (MGB) program.",2022-05-05,0.5106,0.3333333333333333,neutral
"Applications now open in Malaysia for British Council IELTS Prize (East Asia) 2022, with incentives supporting students to pursue further study and make their mark","The British Council IELTS Prize, valued at a total of MYR405,000, will support aspiring students in East Asia[1] to pursue their study dreams at an English-speaking higher education institution.",2022-05-04,0.891,0.08333333333333333,negative
Expats Business Owners React to Vietnam's Post-Covid Reopening,"Vietnam recently returned to pre-pandemic normalcy, much to the delight of expat business owners. Read how they survived lockdowns and their plans to capitalize on the nation's new normal.",2022-05-04,0.802,0.12159090909090908,negative
Business Expansion Against Covid: Omusis Success through Localization of Music Learning,"Music is an universal language, and everyone has the right to enjoy it. With such belief at heart, the Hong Kong online music space reservation platform Omusis Company has sized up to 7 studios and made partners with another 30 local music rooms, despite pandemic hardship.",2022-05-04,0.6324,0.13714285714285715,negative
Vietnam Among Most Promising Venture Capital Markets in ASEAN,"Compared with other countries in the region, Vietnam has witnessed a rapid growth in both capital sources and the number of transactions for startups.",2022-05-03,0.4404,-0.125,neutral
BingX Launches Innovative Blue Chip NFT Investing Through Crowdfunding,"BingX, the world's leading social trading platform, is excited to launch its inaugural NFT crowdfunding project.",2022-05-02,0.34,0.20416666666666666,neutral
Wak Doyok and Fizo Omar talk about finance together with OctaFX,"Global broker OctaFX, together with its brand ambassadors Fizo Omar and Wak Doyok, is launching an educational project that aims to spread knowledge about finance and investing.",2022-05-02,0.0,0.125,negative
Electric Car Startups Want to Avoid Same Fate as Britain's 1890s Bike Bubble,Amazon and Ford reported this week they lost a combined $12.3 billion in the last three months due to their investments in electric vehicle company Rivian. The losses dampened hopes that any electric vehicle company will inevitably turn into gold.,2022-05-01,-0.128,-0.041666666666666664,positive
"VinFast - Firm Built on Selling Noodles in Ukraine, Targets North America With EVs","Don’t underestimate VinFast, the Vietnamese company that will bring its VF 8 electric car to Canada later this year.",2022-05-01,-0.296,0.0,negative
Vietnam and RoK Aim for Bilateral Trade Turnover of US$100 Billion in 2023,"On April 28, Deputy Minister of Industry and Trade Do Thang Hai had a meeting with the President of the Korea Trade-Investment Promotion Agency (KOTRA) to discuss measures to strengthen cooperation for the benefit of people and businesses.",2022-04-30,0.6486,0.0,negative
VPBank announced important business plans and targets for 2022 at AGM,"HANOI, VIETNAM - Media OutReach - 29 April 2022 - Vietnam Prosperity Joint Stock Commercial Bank (VPBank) successfully held its Annual General Meeting (AGM) in Hanoi today, announcing various important business plans and targets for 2022, as part of an attempt to prepare for the bank's next phase of growth in the future.",2022-04-29,0.8271,0.17142857142857146,negative
"Keep Cost-effective Performance, itel Launched the Fast Charging Milestone Smartphone","JAKARTA, INDONESIA - Media OutReach - 29 April 2022 - In the fourth quarter of 2021, itel, the global leading smart life brand committed to providing budget-friendly, good quality consumer electronic products, ranked first among smartphone and feature phone brands under $100 globally according to IDC Worldwide Mobile Phone Tracker.",2022-04-29,0.8316,0.19404761904761902,neutral
FE Credit Strictly Control Bad Debt Risks After the Pandemic,"With the risk of bad debt increasing after the epidemic, financial companies are drastically implementing many solutions for risk control and debt recovery to handle bad debts thoroughly.",2022-04-29,-0.926,-0.22499999999999992,negative
Vietnam Maintains Position as Canada's Largest Trading Partner in ASEAN,"Since 2015, Vietnam has always maintained its position as Canada's largest trading partner in the ASEAN region. Canada-Vietnam trade turnover in 2021 has exceeded US$6 billion.",2022-04-29,0.0,0.0,neutral
Vietnamese Seafood Products Welcomed at Global Seafood Expo,Vietnamese seafood enterprises are seeking opportunities at 2022 Global Seafood Expo,2022-04-29,0.3818,0.0,negative
CoinW Officially Launched in Vietnam Market & Announced Rewards of 10 Million USDT,"CoinW, the world-class comprehensive digital assets exchange, announced their official entry into the Vietnamese market.",2022-04-28,0.4019,0.0,negative
Virtual Seminar Introduces Binh Duong's Potential to French Firms,"Binh Duong province has completely controlled the Covid-19 pandemic and reopened its door, which has helped maintain its economic growth.",2022-04-28,0.3818,0.15000000000000002,neutral
Bitget Introduces 15% Trading Fee Discount for Japanese Market,"SINGAPORE - Media OutReach - 27 April 2022 - Leading global derivatives exchange - Bitget, today announced the launch of its new trading fee discount policy for users exclusively in Japan. As part of this initiative, both new and existing registered users in the region are entitled to a 15% discount on fees.",2022-04-27,0.4939,0.0909090909090909,negative
Vietnam Maintains Its Position Among Top 10 Best Candidate In Software Outsourcing,Vietnam has always maintained its position among the top 10 best countries for software outsourcing.,2022-04-27,0.7184,0.75,neutral
"VinFast kicks off its ""Plant The Future"" project","PHU QUOC, VIETNAM - Media OutReach - 27 April 2022 - VinFast officially kicks off its groundbreaking ceremony for the ""Plant the Future"" project. This project aims to realize VinFast's commitment to the VinFirst program – ""Pioneer's Gratitude to Pioneers"" globally.",2022-04-27,0.7906,0.0,neutral
European Businesses More Positive about Investing in Vietnam,"Research conducted by EuroCham showed great confidence of European businesses in Vietnam’s investment environment in the year 2022, stated by the website Fibre2Fashion.com.",2022-04-27,0.8126,0.4,neutral
Dutch Urban Greening Firms Hope to Partner with HCM City,"Ho Chi Minh City highly values the Netherland’s capacity and experience in climate change adaptation, water management and sustainable agriculture.",2022-04-27,0.4576,0.16,negative
"Blockchain game, MetaSnake, to create the Metaverse's ""One Ticket to the end,"" On May 5th, 200 NFTs will be available for public sale","HONG KONG SAR - Media OutReach - 27 April 2022 - MetaSnake comes with the ""Genesis Ancient Spirit NFT"" featuring three major empowerment benefits, which are ""ecosystem benefits,"" ""game benefits,"" and ""asset benefits."" Holders do not just put the concept of ""Play to Earn"" into practice in a single game but all the Blockchain games launched by METASENS in the future.",2022-04-27,0.7096,-0.16178571428571428,neutral
SIBUR starts forestation campaign as part of decarbonisation strategy,"MOSCOW, RUSSIA - Media OutReach - 27 April 2022 - SIBUR, the largest petrochemicals company in Russia and one of the fastest growing in the global petrochemicals industry, has launched the Green Formula forestation initiative as part of its wide-reaching decarbonisation strategy. SIBUR will plant this year more than one million trees in five regions of Russia where it operates, increasing this number to at least five million by 2025. The Company may also start issuing carbon credits at a carbon monitoring site in the Voronezh Region in central Russia. The launch of the Green Formula comes as SIBUR pursues a business expansion",2022-04-27,0.7331,-0.03333333333333333,neutral
"Milipol Asia-Pacific returns featuring international companies from over twenty countries showcasing security solutions on countering terrorism, bolstering law enforcement, and increasing public security during these challenging times","SINGAPORE - Media OutReach - 25 April 2022 - Amidst an increasingly challenging global homeland security landscape, over 200 solutions providers will be coming together at Millipol Asia-Pacific 2022 to showcase world-class technologies to bolster counter terrorism, law enforcement and homeland security capabilities in the region.",2022-04-27,0.3818,0.25,neutral
RENOVA and PTSC signed Memorandum of Understanding (MOU) on Collaboration for Offshore Wind Power Project in Vietnam,"TOKYO, JAPAN - Media OutReach - 26 April 2022 - On April 25, 2022, RENOVA, Inc. (headquartered in Tokyo, Japan, hereinafter called ""RENOVA"") and Petro Vietnam Technical Services Corporation (headquartered in Ho Chi Minh City, Vietnam, hereinafter ""PTSC"") held a signing ceremony for a memorandum of understanding (hereinafter ""This MOU"") on a collaboration for an offshore wind power project.",2022-04-27,0.2732,0.0,negative
Cloud Comrade partners with New Relic to bring industry-leading full-stack observability to customers across Southeast Asia,"SINGAPORE - Media OutReach - 27 April 2022 - Cloud Comrade, a Singapore-based cloud computing consultancy and managed services provider (MSP), has partnered with New Relic to bring its cloud-based observability platform, New Relic, to customers across the Southeast Asian region.",2022-04-27,0.2732,0.0909090909090909,negative
Hashed leads 10M Seed Round for NFT God Game Apeiron,"South Korean blockchain investment firm Hashed, a core backer in the web3 space who has raised over $320M in the past 12 months, has led the way in investing in Apeiron, the hottest new blockchain game on the market.",2022-04-26,0.0,-0.1784090909090909,neutral
FDI in Vietnam Predicted to Surge in 2022,The results of attracting and using foreign investment capital in Vietnam in the first quarter of 2022 are assessed as positive in the context of global decline due to the Covid-19 pandemic. It is forecasted that the attraction of foreign direct investment (FDI) will continue to make several breakthroughs.,2022-04-26,0.8658,0.025284090909090912,neutral
VinFast will become the leading electric vehicle company in the Israeli market: B-EV Motors Chairman,"HANOI, VIETNAM - Media OutReach - 25 April 2022 - VinFast has chosen B-EV Motors as its electric vehicle distributor representative in Israel. According to the agreement, B-EV Motors will only distribute VinFast products, and VinFast and B-EV Motors will be the first to introduce unprecedented policies to the Israeli market.",2022-04-25,0.6486,0.2833333333333333,negative
Gia Lai Seeks Ways to Promote Ties with Foreign Partners,"Gia Lai introduced strengths and potential to connect and develop partnerships with consular offices, foreign business associations in Ho Chi Minh City",2022-04-23,0.4019,-0.0625,neutral
Venture Capital for Vietnamese Startups Reaches New Record,"In 2021, Vietnamese startups received a total of US$1.4 billion in investment capital from domestic and foreign funds. This number is 1.5 times higher than the previous record.",2022-04-23,0.0772,-0.008333333333333331,neutral
"Sustainability Gets a Boost With New Healthy Ready-To-Eat, Ready-To-Cook Meals","SINGAPORE - Media OutReach - 22 April 2022 - According to research one pound of meat uses up to 13 pounds of grain and 2,500 gallons of water, while livestock occupies 45% of the earth's total land, which means 1 – 2 acres of rainforest are cleared every second. The battle for sustainability on planet earth is real, and we cannot win it without transforming our food ecosystem.",2022-04-22,-0.4891,0.25,positive
USAID and MPI Sign Agreement to Expand Support to Vietnam,"USAID's contribution in private sector competitiveness, innovation and startup ecosystems, human capital, and local capacity building, will increase from US$42 million to up to US$100 million, and will continue for an additional three years.",2022-04-21,0.5994,0.0,neutral
Workato Invests in Singapore to Make Enterprises & Employees ‘Unstoppable’ in Automation Age,"Workato, the leader in enterprise automation, opened Singapore's first Digital Automation Hub (The Hub) and its second global headquarters today, as part of the company's broader plan to invest S$300 million in the region over the next three years.",2022-04-21,0.0,0.05,negative
Arrow Electronics Launches NTU-Arrow Invent Lab to Support Tech Startups in Singapore,"Global technology-solutions provider Arrow Electronics, Inc. today announced the opening of the NTU-Arrow Invent Lab in collaboration with Nanyang Technological University, Singapore (NTU Singapore), a world top-ranked university founded on science and technology.",2022-04-21,0.0,0.0,negative
